"order_number";"product_key";"customer_key";"order_date";"shipping_date";"due_date";"sales_amount";"quantity";"price"
"SO44158";14;2568;"2011-03-05";"2011-03-12";"2011-03-17";3578;1;3578
"SO44159";14;17183;"2011-03-05";"2011-03-12";"2011-03-17";3578;1;3578
"SO44160";15;17187;"2011-03-05";"2011-03-12";"2011-03-17";3578;1;3578
"SO44161";17;2773;"2011-03-06";"2011-03-13";"2011-03-18";3578;1;3578
"SO44162";14;17186;"2011-03-06";"2011-03-13";"2011-03-18";3578;1;3578
"SO44163";17;17194;"2011-03-06";"2011-03-13";"2011-03-18";3578;1;3578
"SO44164";18;17089;"2011-03-06";"2011-03-13";"2011-03-18";3578;1;3578
"SO44165";16;6066;"2011-03-06";"2011-03-13";"2011-03-18";3578;1;3578
"SO44166";40;3582;"2011-03-06";"2011-03-13";"2011-03-18";699;1;699
"SO44167";17;6309;"2011-03-06";"2011-03-13";"2011-03-18";3578;1;3578
"SO44168";16;1212;"2011-03-07";"2011-03-14";"2011-03-19";3578;1;3578
"SO44169";14;17180;"2011-03-07";"2011-03-14";"2011-03-19";3578;1;3578
"SO44170";17;17184;"2011-03-07";"2011-03-14";"2011-03-19";3578;1;3578
"SO44171";16;17113;"2011-03-07";"2011-03-14";"2011-03-19";3578;1;3578
"SO44172";40;3585;"2011-03-07";"2011-03-14";"2011-03-19";699;1;699
"SO44173";15;2785;"2011-03-08";"2011-03-15";"2011-03-20";3578;1;3578
"SO44174";14;6230;"2011-03-08";"2011-03-15";"2011-03-20";3578;1;3578
"SO44175";16;6247;"2011-03-08";"2011-03-15";"2011-03-20";3578;1;3578
"SO44176";17;1221;"2011-03-09";"2011-03-16";"2011-03-21";3578;1;3578
"SO44177";3;338;"2011-03-09";"2011-03-16";"2011-03-21";3375;1;3375
"SO44178";15;17098;"2011-03-09";"2011-03-16";"2011-03-21";3578;1;3578
"SO44179";3;14889;"2011-03-09";"2011-03-16";"2011-03-21";3375;1;3375
"SO44180";8;59;"2011-03-09";"2011-03-16";"2011-03-21";3400;1;3400
"SO44181";15;6295;"2011-03-09";"2011-03-16";"2011-03-21";3578;1;3578
"SO44182";18;6300;"2011-03-09";"2011-03-16";"2011-03-21";3578;1;3578
"SO44183";18;17159;"2011-03-10";"2011-03-17";"2011-03-22";3578;1;3578
"SO44184";17;6248;"2011-03-10";"2011-03-17";"2011-03-22";3578;1;3578
"SO44185";18;6281;"2011-03-10";"2011-03-17";"2011-03-22";3578;1;3578
"SO44186";8;14890;"2011-03-12";"2011-03-19";"2011-03-24";3400;1;3400
"SO44187";16;6070;"2011-03-12";"2011-03-19";"2011-03-24";3578;1;3578
"SO44188";44;9053;"2011-03-13";"2011-03-20";"2011-03-25";699;1;699
"SO44189";50;9055;"2011-03-13";"2011-03-20";"2011-03-25";699;1;699
"SO44190";1;62;"2011-03-13";"2011-03-20";"2011-03-25";3375;1;3375
"SO44191";18;6249;"2011-03-13";"2011-03-20";"2011-03-25";3578;1;3578
"SO44192";15;2571;"2011-03-14";"2011-03-21";"2011-03-26";3578;1;3578
"SO44193";15;17165;"2011-03-14";"2011-03-21";"2011-03-26";3578;1;3578
"SO44194";18;6065;"2011-03-14";"2011-03-21";"2011-03-26";3578;1;3578
"SO44195";16;6250;"2011-03-14";"2011-03-21";"2011-03-26";3578;1;3578
"SO44196";17;6296;"2011-03-14";"2011-03-21";"2011-03-26";3578;1;3578
"SO44197";15;17097;"2011-03-15";"2011-03-22";"2011-03-27";3578;1;3578
"SO44198";18;17151;"2011-03-15";"2011-03-22";"2011-03-27";3578;1;3578
"SO44199";16;6260;"2011-03-15";"2011-03-22";"2011-03-27";3578;1;3578
"SO44200";14;6313;"2011-03-15";"2011-03-22";"2011-03-27";3578;1;3578
"SO44201";16;1255;"2011-03-16";"2011-03-23";"2011-03-28";3578;1;3578
"SO44202";14;17160;"2011-03-16";"2011-03-23";"2011-03-28";3578;1;3578
"SO44203";15;17150;"2011-03-16";"2011-03-23";"2011-03-28";3578;1;3578
"SO44204";45;3581;"2011-03-16";"2011-03-23";"2011-03-28";699;1;699
"SO44205";15;6286;"2011-03-16";"2011-03-23";"2011-03-28";3578;1;3578
"SO44206";8;251;"2011-03-17";"2011-03-24";"2011-03-29";3400;1;3400
"SO44207";16;17163;"2011-03-17";"2011-03-24";"2011-03-29";3578;1;3578
"SO44208";8;14880;"2011-03-17";"2011-03-24";"2011-03-29";3400;1;3400
"SO44209";14;6258;"2011-03-17";"2011-03-24";"2011-03-29";3578;1;3578
"SO44210";18;2784;"2011-03-18";"2011-03-25";"2011-03-30";3578;1;3578
"SO44211";16;17155;"2011-03-18";"2011-03-25";"2011-03-30";3578;1;3578
"SO44212";15;17171;"2011-03-18";"2011-03-25";"2011-03-30";3578;1;3578
"SO44213";18;6352;"2011-03-18";"2011-03-25";"2011-03-30";3578;1;3578
"SO44214";14;6333;"2011-03-18";"2011-03-25";"2011-03-30";3578;1;3578
"SO44215";15;17181;"2011-03-19";"2011-03-26";"2011-03-31";3578;1;3578
"SO44216";17;2561;"2011-03-19";"2011-03-26";"2011-03-31";3578;1;3578
"SO44217";18;17149;"2011-03-19";"2011-03-26";"2011-03-31";3578;1;3578
"SO44218";14;11110;"2011-03-19";"2011-03-26";"2011-03-31";3578;1;3578
"SO44219";40;3591;"2011-03-19";"2011-03-26";"2011-03-31";699;1;699
"SO44220";6;61;"2011-03-19";"2011-03-26";"2011-03-31";3400;1;3400
"SO44221";17;6256;"2011-03-19";"2011-03-26";"2011-03-31";3578;1;3578
"SO44222";14;6259;"2011-03-19";"2011-03-26";"2011-03-31";3578;1;3578
"SO44223";18;2848;"2011-03-20";"2011-03-27";"2011-04-01";3578;1;3578
"SO44224";17;17167;"2011-03-20";"2011-03-27";"2011-04-01";3578;1;3578
"SO44225";50;9061;"2011-03-21";"2011-03-28";"2011-04-02";699;1;699
"SO44226";16;1256;"2011-03-21";"2011-03-28";"2011-04-02";3578;1;3578
"SO44227";2;17402;"2011-03-21";"2011-03-28";"2011-04-02";3375;1;3375
"SO44228";5;334;"2011-03-21";"2011-03-28";"2011-04-02";3400;1;3400
"SO44229";5;14887;"2011-03-21";"2011-03-28";"2011-04-02";3400;1;3400
"SO44230";15;6242;"2011-03-21";"2011-03-28";"2011-04-02";3578;1;3578
"SO44231";44;6974;"2011-03-21";"2011-03-28";"2011-04-02";699;1;699
"SO44232";15;6335;"2011-03-21";"2011-03-28";"2011-04-02";3578;1;3578
"SO44233";18;2842;"2011-03-22";"2011-03-29";"2011-04-03";3578;1;3578
"SO44234";15;17185;"2011-03-22";"2011-03-29";"2011-04-03";3578;1;3578
"SO44235";16;11118;"2011-03-22";"2011-03-29";"2011-04-03";3578;1;3578
"SO44236";15;17192;"2011-03-22";"2011-03-29";"2011-04-03";3578;1;3578
"SO44237";18;6057;"2011-03-22";"2011-03-29";"2011-04-03";3578;1;3578
"SO44238";14;6080;"2011-03-22";"2011-03-29";"2011-04-03";3578;1;3578
"SO44239";14;1218;"2011-03-23";"2011-03-30";"2011-04-04";3578;1;3578
"SO44240";14;2581;"2011-03-23";"2011-03-30";"2011-04-04";3578;1;3578
"SO44241";16;17156;"2011-03-23";"2011-03-30";"2011-04-04";3578;1;3578
"SO44242";16;17164;"2011-03-23";"2011-03-30";"2011-04-04";3578;1;3578
"SO44243";15;6279;"2011-03-23";"2011-03-30";"2011-04-04";3578;1;3578
"SO44244";15;6330;"2011-03-23";"2011-03-30";"2011-04-04";3578;1;3578
"SO44245";48;14557;"2011-03-23";"2011-03-30";"2011-04-04";699;1;699
"SO44246";15;1220;"2011-03-24";"2011-03-31";"2011-04-05";3578;1;3578
"SO44247";18;6234;"2011-03-24";"2011-03-31";"2011-04-05";3578;1;3578
"SO44248";16;6241;"2011-03-24";"2011-03-31";"2011-04-05";3578;1;3578
"SO44249";16;2846;"2011-03-25";"2011-04-01";"2011-04-06";3578;1;3578
"SO44250";15;17168;"2011-03-25";"2011-04-01";"2011-04-06";3578;1;3578
"SO44251";14;17191;"2011-03-25";"2011-04-01";"2011-04-06";3578;1;3578
"SO44252";15;2778;"2011-03-26";"2011-04-02";"2011-04-07";3578;1;3578
"SO44253";18;17100;"2011-03-26";"2011-04-02";"2011-04-07";3578;1;3578
"SO44254";17;17143;"2011-03-26";"2011-04-02";"2011-04-07";3578;1;3578
"SO44255";41;3586;"2011-03-26";"2011-04-02";"2011-04-07";699;1;699
"SO44256";15;6233;"2011-03-26";"2011-04-02";"2011-04-07";3578;1;3578
"SO44257";16;1213;"2011-03-27";"2011-04-03";"2011-04-08";3578;1;3578
"SO44258";18;2580;"2011-03-27";"2011-04-03";"2011-04-08";3578;1;3578
"SO44259";15;17172;"2011-03-27";"2011-04-03";"2011-04-08";3578;1;3578
"SO44260";15;17195;"2011-03-27";"2011-04-03";"2011-04-08";3578;1;3578
"SO44261";15;11113;"2011-03-27";"2011-04-03";"2011-04-08";3578;1;3578
"SO44262";50;9150;"2011-03-27";"2011-04-03";"2011-04-08";699;1;699
"SO44263";18;6280;"2011-03-27";"2011-04-03";"2011-04-08";3578;1;3578
"SO44264";16;6287;"2011-03-27";"2011-04-03";"2011-04-08";3578;1;3578
"SO44265";49;14558;"2011-03-27";"2011-04-03";"2011-04-08";699;1;699
"SO44266";45;14560;"2011-03-27";"2011-04-03";"2011-04-08";699;1;699
"SO44267";45;8340;"2011-03-28";"2011-04-04";"2011-04-09";699;1;699
"SO44268";15;2821;"2011-03-28";"2011-04-04";"2011-04-09";3578;1;3578
"SO44269";46;3590;"2011-03-29";"2011-04-05";"2011-04-10";699;1;699
"SO44270";17;2795;"2011-03-30";"2011-04-06";"2011-04-11";3578;1;3578
"SO44271";17;2847;"2011-03-30";"2011-04-06";"2011-04-11";3578;1;3578
"SO44272";14;1257;"2011-03-30";"2011-04-06";"2011-04-11";3578;1;3578
"SO44273";14;17148;"2011-03-30";"2011-04-06";"2011-04-11";3578;1;3578
"SO44274";17;17153;"2011-03-30";"2011-04-06";"2011-04-11";3578;1;3578
"SO44275";14;6257;"2011-03-30";"2011-04-06";"2011-04-11";3578;1;3578
"SO44276";16;6278;"2011-03-30";"2011-04-06";"2011-04-11";3578;1;3578
"SO44277";14;6289;"2011-03-30";"2011-04-06";"2011-04-11";3578;1;3578
"SO44278";18;6294;"2011-03-30";"2011-04-06";"2011-04-11";3578;1;3578
"SO44279";16;6327;"2011-03-30";"2011-04-06";"2011-04-11";3578;1;3578
"SO44320";17;3430;"2011-03-31";"2011-04-07";"2011-04-12";3578;1;3578
"SO44321";14;17223;"2011-03-31";"2011-04-07";"2011-04-12";3578;1;3578
"SO44322";47;6976;"2011-03-31";"2011-04-07";"2011-04-12";699;1;699
"SO44323";5;73;"2011-03-31";"2011-04-07";"2011-04-12";3400;1;3400
"SO44324";14;1268;"2011-04-01";"2011-04-08";"2011-04-13";3578;1;3578
"SO44325";4;96;"2011-04-01";"2011-04-08";"2011-04-13";3375;1;3375
"SO44326";15;6729;"2011-04-01";"2011-04-08";"2011-04-13";3578;1;3578
"SO44327";17;17599;"2011-04-02";"2011-04-09";"2011-04-14";3578;1;3578
"SO44328";18;6922;"2011-04-02";"2011-04-09";"2011-04-14";3578;1;3578
"SO44329";14;6905;"2011-04-02";"2011-04-09";"2011-04-14";3578;1;3578
"SO44330";15;17200;"2011-04-02";"2011-04-09";"2011-04-14";3578;1;3578
"SO44331";14;17258;"2011-04-03";"2011-04-10";"2011-04-15";3578;1;3578
"SO44332";18;6511;"2011-04-03";"2011-04-10";"2011-04-15";3578;1;3578
"SO44333";6;344;"2011-04-04";"2011-04-11";"2011-04-16";3400;1;3400
"SO44334";14;17274;"2011-04-04";"2011-04-11";"2011-04-16";3578;1;3578
"SO44335";51;9166;"2011-04-04";"2011-04-11";"2011-04-16";699;1;699
"SO44336";6;14896;"2011-04-04";"2011-04-11";"2011-04-16";3400;1;3400
"SO44337";4;98;"2011-04-04";"2011-04-11";"2011-04-16";3375;1;3375
"SO44338";17;7189;"2011-04-04";"2011-04-11";"2011-04-16";3578;1;3578
"SO44339";14;7190;"2011-04-04";"2011-04-11";"2011-04-16";3578;1;3578
"SO44340";17;6355;"2011-04-04";"2011-04-11";"2011-04-16";3578;1;3578
"SO44341";1;14906;"2011-04-05";"2011-04-12";"2011-04-17";3375;1;3375
"SO44342";49;3611;"2011-04-05";"2011-04-12";"2011-04-17";699;1;699
"SO44343";17;6921;"2011-04-05";"2011-04-12";"2011-04-17";3578;1;3578
"SO44344";18;3428;"2011-04-06";"2011-04-13";"2011-04-18";3578;1;3578
"SO44345";16;17201;"2011-04-06";"2011-04-13";"2011-04-18";3578;1;3578
"SO44346";45;3603;"2011-04-06";"2011-04-13";"2011-04-18";699;1;699
"SO44347";15;6912;"2011-04-06";"2011-04-13";"2011-04-18";3578;1;3578
"SO44348";16;3160;"2011-04-07";"2011-04-14";"2011-04-19";3578;1;3578
"SO44349";14;17244;"2011-04-07";"2011-04-14";"2011-04-19";3578;1;3578
"SO44350";15;17245;"2011-04-07";"2011-04-14";"2011-04-19";3578;1;3578
"SO44351";17;17272;"2011-04-07";"2011-04-14";"2011-04-19";3578;1;3578
"SO44352";14;17298;"2011-04-07";"2011-04-14";"2011-04-19";3578;1;3578
"SO44353";46;3592;"2011-04-07";"2011-04-14";"2011-04-19";699;1;699
"SO44354";45;3604;"2011-04-07";"2011-04-14";"2011-04-19";699;1;699
"SO44355";8;94;"2011-04-07";"2011-04-14";"2011-04-19";3400;1;3400
"SO44356";6;100;"2011-04-07";"2011-04-14";"2011-04-19";3400;1;3400
"SO44357";18;6512;"2011-04-07";"2011-04-14";"2011-04-19";3578;1;3578
"SO44358";18;6733;"2011-04-07";"2011-04-14";"2011-04-19";3578;1;3578
"SO44359";14;3526;"2011-04-08";"2011-04-15";"2011-04-20";3578;1;3578
"SO44360";14;3159;"2011-04-08";"2011-04-15";"2011-04-20";3578;1;3578
"SO44361";18;2687;"2011-04-08";"2011-04-15";"2011-04-20";3578;1;3578
"SO44362";18;17260;"2011-04-08";"2011-04-15";"2011-04-20";3578;1;3578
"SO44363";15;17286;"2011-04-08";"2011-04-15";"2011-04-20";3578;1;3578
"SO44364";1;93;"2011-04-08";"2011-04-15";"2011-04-20";3375;1;3375
"SO44365";16;6913;"2011-04-08";"2011-04-15";"2011-04-20";3578;1;3578
"SO44366";16;6503;"2011-04-08";"2011-04-15";"2011-04-20";3578;1;3578
"SO44367";47;14563;"2011-04-08";"2011-04-15";"2011-04-20";699;1;699
"SO44368";17;3151;"2011-04-09";"2011-04-16";"2011-04-21";3578;1;3578
"SO44369";18;17251;"2011-04-09";"2011-04-16";"2011-04-21";3578;1;3578
"SO44370";16;7194;"2011-04-09";"2011-04-16";"2011-04-21";3578;1;3578
"SO44371";14;6515;"2011-04-09";"2011-04-16";"2011-04-21";3578;1;3578
"SO44372";18;6737;"2011-04-09";"2011-04-16";"2011-04-21";3578;1;3578
"SO44373";18;2768;"2011-04-10";"2011-04-17";"2011-04-22";3578;1;3578
"SO44374";18;3158;"2011-04-10";"2011-04-17";"2011-04-22";3578;1;3578
"SO44375";18;3184;"2011-04-10";"2011-04-17";"2011-04-22";3578;1;3578
"SO44376";2;18400;"2011-04-10";"2011-04-17";"2011-04-22";3375;1;3375
"SO44377";18;17235;"2011-04-10";"2011-04-17";"2011-04-22";3578;1;3578
"SO44378";2;14904;"2011-04-10";"2011-04-17";"2011-04-22";3375;1;3375
"SO44379";4;81;"2011-04-10";"2011-04-17";"2011-04-22";3375;1;3375
"SO44380";18;6916;"2011-04-10";"2011-04-17";"2011-04-22";3578;1;3578
"SO44381";16;3192;"2011-04-11";"2011-04-18";"2011-04-23";3578;1;3578
"SO44382";8;342;"2011-04-11";"2011-04-18";"2011-04-23";3400;1;3400
"SO44383";18;17269;"2011-04-11";"2011-04-18";"2011-04-23";3578;1;3578
"SO44384";14;17297;"2011-04-11";"2011-04-18";"2011-04-23";3578;1;3578
"SO44385";17;17299;"2011-04-11";"2011-04-18";"2011-04-23";3578;1;3578
"SO44386";15;17588;"2011-04-11";"2011-04-18";"2011-04-23";3578;1;3578
"SO44387";4;97;"2011-04-11";"2011-04-18";"2011-04-23";3375;1;3375
"SO44388";18;6925;"2011-04-11";"2011-04-18";"2011-04-23";3578;1;3578
"SO44389";16;6926;"2011-04-11";"2011-04-18";"2011-04-23";3578;1;3578
"SO44390";17;6354;"2011-04-11";"2011-04-18";"2011-04-23";3578;1;3578
"SO44391";16;6731;"2011-04-11";"2011-04-18";"2011-04-23";3578;1;3578
"SO44392";17;6911;"2011-04-11";"2011-04-18";"2011-04-23";3578;1;3578
"SO44393";6;18399;"2011-04-12";"2011-04-19";"2011-04-24";3400;1;3400
"SO44394";16;17247;"2011-04-12";"2011-04-19";"2011-04-24";3578;1;3578
"SO44395";17;17340;"2011-04-12";"2011-04-19";"2011-04-24";3578;1;3578
"SO44396";6;14902;"2011-04-12";"2011-04-19";"2011-04-24";3400;1;3400
"SO44397";48;3597;"2011-04-12";"2011-04-19";"2011-04-24";699;1;699
"SO44398";15;6734;"2011-04-12";"2011-04-19";"2011-04-24";3578;1;3578
"SO44399";14;17241;"2011-04-13";"2011-04-20";"2011-04-25";3578;1;3578
"SO44400";15;17589;"2011-04-13";"2011-04-20";"2011-04-25";3578;1;3578
"SO44401";15;6516;"2011-04-13";"2011-04-20";"2011-04-25";3578;1;3578
"SO44402";17;2667;"2011-04-14";"2011-04-21";"2011-04-26";3578;1;3578
"SO44403";3;8845;"2011-04-14";"2011-04-21";"2011-04-26";3375;1;3375
"SO44404";17;17222;"2011-04-15";"2011-04-22";"2011-04-27";3578;1;3578
"SO44405";18;17225;"2011-04-15";"2011-04-22";"2011-04-27";3578;1;3578
"SO44406";16;17300;"2011-04-15";"2011-04-22";"2011-04-27";3578;1;3578
"SO44407";4;78;"2011-04-15";"2011-04-22";"2011-04-27";3375;1;3375
"SO44408";4;104;"2011-04-15";"2011-04-22";"2011-04-27";3375;1;3375
"SO44409";49;14564;"2011-04-15";"2011-04-22";"2011-04-27";699;1;699
"SO44410";18;17224;"2011-04-16";"2011-04-23";"2011-04-28";3578;1;3578
"SO44411";15;17585;"2011-04-16";"2011-04-23";"2011-04-28";3578;1;3578
"SO44412";2;101;"2011-04-16";"2011-04-23";"2011-04-28";3375;1;3375
"SO44413";18;2607;"2011-04-17";"2011-04-24";"2011-04-29";3578;1;3578
"SO44414";14;17341;"2011-04-17";"2011-04-24";"2011-04-29";3578;1;3578
"SO44415";15;17356;"2011-04-17";"2011-04-24";"2011-04-29";3578;1;3578
"SO44416";6;70;"2011-04-17";"2011-04-24";"2011-04-29";3400;1;3400
"SO44417";14;6918;"2011-04-17";"2011-04-24";"2011-04-29";3578;1;3578
"SO44418";14;6920;"2011-04-17";"2011-04-24";"2011-04-29";3578;1;3578
"SO44419";18;6353;"2011-04-17";"2011-04-24";"2011-04-29";3578;1;3578
"SO44420";14;6513;"2011-04-17";"2011-04-24";"2011-04-29";3578;1;3578
"SO44421";16;2608;"2011-04-18";"2011-04-25";"2011-04-30";3578;1;3578
"SO44422";46;8354;"2011-04-18";"2011-04-25";"2011-04-30";699;1;699
"SO44423";16;17587;"2011-04-18";"2011-04-25";"2011-04-30";3578;1;3578
"SO44424";15;6917;"2011-04-18";"2011-04-25";"2011-04-30";3578;1;3578
"SO44425";14;6505;"2011-04-18";"2011-04-25";"2011-04-30";3578;1;3578
"SO44426";17;2771;"2011-04-19";"2011-04-26";"2011-05-01";3578;1;3578
"SO44427";17;3147;"2011-04-19";"2011-04-26";"2011-05-01";3578;1;3578
"SO44428";16;17363;"2011-04-19";"2011-04-26";"2011-05-01";3578;1;3578
"SO44429";17;17584;"2011-04-19";"2011-04-26";"2011-05-01";3578;1;3578
"SO44430";16;6928;"2011-04-19";"2011-04-26";"2011-05-01";3578;1;3578
"SO44431";15;6726;"2011-04-19";"2011-04-26";"2011-05-01";3578;1;3578
"SO44432";17;3166;"2011-04-20";"2011-04-27";"2011-05-02";3578;1;3578
"SO44433";15;17271;"2011-04-20";"2011-04-27";"2011-05-02";3578;1;3578
"SO44434";18;17581;"2011-04-20";"2011-04-27";"2011-05-02";3578;1;3578
"SO44435";15;17574;"2011-04-21";"2011-04-28";"2011-05-03";3578;1;3578
"SO44436";50;15631;"2011-04-21";"2011-04-28";"2011-05-03";699;1;699
"SO44437";5;77;"2011-04-21";"2011-04-28";"2011-05-03";3400;1;3400
"SO44438";15;6910;"2011-04-21";"2011-04-28";"2011-05-03";3578;1;3578
"SO44439";18;3196;"2011-04-22";"2011-04-29";"2011-05-04";3578;1;3578
"SO44440";15;1262;"2011-04-22";"2011-04-29";"2011-05-04";3578;1;3578
"SO44441";15;11119;"2011-04-22";"2011-04-29";"2011-05-04";3578;1;3578
"SO44442";44;3600;"2011-04-22";"2011-04-29";"2011-05-04";699;1;699
"SO44443";18;6371;"2011-04-22";"2011-04-29";"2011-05-04";3578;1;3578
"SO44444";14;2698;"2011-04-24";"2011-05-01";"2011-05-06";3578;1;3578
"SO44445";17;6479;"2011-04-25";"2011-05-02";"2011-05-07";3578;1;3578
"SO44446";16;6915;"2011-04-25";"2011-05-02";"2011-05-07";3578;1;3578
"SO44447";15;1266;"2011-04-26";"2011-05-03";"2011-05-08";3578;1;3578
"SO44448";14;17265;"2011-04-26";"2011-05-03";"2011-05-08";3578;1;3578
"SO44449";15;17294;"2011-04-26";"2011-05-03";"2011-05-08";3578;1;3578
"SO44450";18;17295;"2011-04-26";"2011-05-03";"2011-05-08";3578;1;3578
"SO44451";16;17296;"2011-04-26";"2011-05-03";"2011-05-08";3578;1;3578
"SO44452";43;9165;"2011-04-26";"2011-05-03";"2011-05-08";699;1;699
"SO44453";18;6924;"2011-04-26";"2011-05-03";"2011-05-08";3578;1;3578
"SO44454";18;6927;"2011-04-26";"2011-05-03";"2011-05-08";3578;1;3578
"SO44455";15;6514;"2011-04-26";"2011-05-03";"2011-05-08";3578;1;3578
"SO44456";49;14561;"2011-04-26";"2011-05-03";"2011-05-08";699;1;699
"SO44457";14;17197;"2011-04-27";"2011-05-04";"2011-05-09";3578;1;3578
"SO44458";17;17248;"2011-04-27";"2011-05-04";"2011-05-09";3578;1;3578
"SO44459";17;17289;"2011-04-27";"2011-05-04";"2011-05-09";3578;1;3578
"SO44460";44;9151;"2011-04-27";"2011-05-04";"2011-05-09";699;1;699
"SO44461";16;6919;"2011-04-27";"2011-05-04";"2011-05-09";3578;1;3578
"SO44462";14;3156;"2011-04-28";"2011-05-05";"2011-05-10";3578;1;3578
"SO44463";43;8341;"2011-04-28";"2011-05-05";"2011-05-10";699;1;699
"SO44464";17;11121;"2011-04-28";"2011-05-05";"2011-05-10";3578;1;3578
"SO44465";49;3614;"2011-04-28";"2011-05-05";"2011-05-10";699;1;699
"SO44466";44;15641;"2011-04-28";"2011-05-05";"2011-05-10";699;1;699
"SO44467";7;71;"2011-04-28";"2011-05-05";"2011-05-10";3400;1;3400
"SO44468";4;76;"2011-04-28";"2011-05-05";"2011-05-10";3375;1;3375
"SO44469";17;6735;"2011-04-28";"2011-05-05";"2011-05-10";3578;1;3578
"SO44470";16;6736;"2011-04-28";"2011-05-05";"2011-05-10";3578;1;3578
"SO44471";50;14562;"2011-04-28";"2011-05-05";"2011-05-10";699;1;699
"SO44472";15;2686;"2011-04-29";"2011-05-06";"2011-05-11";3578;1;3578
"SO44473";15;17256;"2011-04-29";"2011-05-06";"2011-05-11";3578;1;3578
"SO44474";48;3602;"2011-04-29";"2011-05-06";"2011-05-11";699;1;699
"SO44475";6;102;"2011-04-29";"2011-05-06";"2011-05-11";3400;1;3400
"SO44476";17;6914;"2011-04-29";"2011-05-06";"2011-05-11";3578;1;3578
"SO44477";18;6923;"2011-04-29";"2011-05-06";"2011-05-11";3578;1;3578
"SO44478";17;6727;"2011-04-29";"2011-05-06";"2011-05-11";3578;1;3578
"SO44479";3;18392;"2011-04-30";"2011-05-07";"2011-05-12";3375;1;3375
"SO44480";3;14892;"2011-04-30";"2011-05-07";"2011-05-12";3375;1;3375
"SO44571";8;18449;"2011-05-01";"2011-05-08";"2011-05-13";3400;1;3400
"SO44572";17;17665;"2011-05-01";"2011-05-08";"2011-05-13";3578;1;3578
"SO44573";8;14918;"2011-05-01";"2011-05-08";"2011-05-13";3400;1;3400
"SO44574";2;108;"2011-05-01";"2011-05-08";"2011-05-13";3375;1;3375
"SO44575";5;111;"2011-05-01";"2011-05-08";"2011-05-13";3400;1;3400
"SO44576";16;17661;"2011-05-01";"2011-05-08";"2011-05-13";3578;1;3578
"SO44577";17;17668;"2011-05-02";"2011-05-09";"2011-05-14";3578;1;3578
"SO44578";17;17654;"2011-05-02";"2011-05-09";"2011-05-14";3578;1;3578
"SO44579";15;17663;"2011-05-02";"2011-05-09";"2011-05-14";3578;1;3578
"SO44580";17;2783;"2011-05-03";"2011-05-10";"2011-05-15";3578;1;3578
"SO44581";1;109;"2011-05-03";"2011-05-10";"2011-05-15";3375;1;3375
"SO44582";7;135;"2011-05-03";"2011-05-10";"2011-05-15";3400;1;3400
"SO44583";18;7211;"2011-05-03";"2011-05-10";"2011-05-15";3578;1;3578
"SO44584";16;17672;"2011-05-04";"2011-05-11";"2011-05-16";3578;1;3578
"SO44585";15;17791;"2011-05-04";"2011-05-11";"2011-05-16";3578;1;3578
"SO44586";17;17795;"2011-05-04";"2011-05-11";"2011-05-16";3578;1;3578
"SO44587";14;17628;"2011-05-04";"2011-05-11";"2011-05-16";3578;1;3578
"SO44588";42;15684;"2011-05-04";"2011-05-11";"2011-05-16";699;1;699
"SO44589";7;105;"2011-05-04";"2011-05-11";"2011-05-16";3400;1;3400
"SO44590";18;2796;"2011-05-05";"2011-05-12";"2011-05-17";3578;1;3578
"SO44591";48;6988;"2011-05-05";"2011-05-12";"2011-05-17";699;1;699
"SO44592";17;17762;"2011-05-05";"2011-05-12";"2011-05-17";3578;1;3578
"SO44593";16;17646;"2011-05-05";"2011-05-12";"2011-05-17";3578;1;3578
"SO44594";18;7251;"2011-05-05";"2011-05-12";"2011-05-17";3578;1;3578
"SO44595";6;125;"2011-05-05";"2011-05-12";"2011-05-17";3400;1;3400
"SO44596";16;7239;"2011-05-05";"2011-05-12";"2011-05-17";3578;1;3578
"SO44597";18;1291;"2011-05-06";"2011-05-13";"2011-05-18";3578;1;3578
"SO44598";1;18401;"2011-05-06";"2011-05-13";"2011-05-18";3375;1;3375
"SO44599";18;17793;"2011-05-06";"2011-05-13";"2011-05-18";3578;1;3578
"SO44600";17;7244;"2011-05-06";"2011-05-13";"2011-05-18";3578;1;3578
"SO44601";6;118;"2011-05-06";"2011-05-13";"2011-05-18";3400;1;3400
"SO44602";17;3703;"2011-05-07";"2011-05-14";"2011-05-19";3578;1;3578
"SO44603";42;9168;"2011-05-07";"2011-05-14";"2011-05-19";699;1;699
"SO44604";50;8365;"2011-05-07";"2011-05-14";"2011-05-19";699;1;699
"SO44605";17;17673;"2011-05-07";"2011-05-14";"2011-05-19";3578;1;3578
